dobj(Soaking,Bears)
nsubj(Cook,Microwaves)
dobj(Do,Food)
dobj(Reduce,Depth)
nsubj(Carry,Conduction)
dobj(Carry,Heat)
nsubj(Is,Fluid)
dobj(Carry,Heat)
dobj(Overstuff,Oven)
dobj(Cook,Food)
nsubj(Contain,That)
dobj(Contain,Water)
nsubj(Light,That)
dobj(Microwave,Something)
nsubj(Contains,That)
dobj(Contains,Water)
nsubj(Has,Microwave)
dobj(Has,Minutes)
dobj(Put,Cup)
nsubj(Hot,Which)
nsubj(Absorb,It)
dobj(Absorb,Microwaves)
nsubj(Help,This)
dobj(Keep,Microwave)
dobj(Overheating,Itself)
dobj(Expect,Something)
nsubj(Use,Person)
dobj(Use,Recipe)
nsubj(Tend,Microwaves)
dobj(Have,Many)
nsubj(Reduces,Turntable)
dobj(Reduces,Problem)
dobj(Moving,Food)
dobj(Conduct,Heat)
dobj(Microwaves,Cook)
nsubj(Flow,Heat)
nsubj(Get,Food)
nsubj(Cook,Microwaves)
dobj(Get,Hotter)
dobj(Applying,Heat)
dobj(Keep,Outside)
nsubj(Increase,Point)
dobj(Increase,Rate)
nsubj(Flows,Heat)
dobj(Enable,Reactions)
nsubj(Dries,It)
nsubj(Familiar,Person)
nsubj(Use,One)
dobj(Use,Heat)
dobj(Scorch,Surface)
dobj(Cook,Interior)
dobj(Ruining,Exterior)
dobj(Keep,Water)
nsubj(Reaches,It)
dobj(Reaches,Temperature)
nsubj(More,Person)
dobj(Cook,Food)
dobj(Allow,Interior)
dobj(Reach,Temperature)
dobj(Get,Warmer)
dobj(Drive,Flow)
dobj(Keep,Reactions)
nsubj(Overcook,That)
dobj(Overcook,Outside)
dobj(Poaching,Egg)
dobj(Involving,Meat)
dobj(Kill,Anything)
nsubj(Is,Risk)
nsubj(Fast,That)
nsubj(Important,It)
dobj(Overheat,Something)
dobj(Containing,Milk)
nsubj(Separate,Milk)
nsubj(Cook,Foods)
nsubj(Carry,Person)
dobj(Carry,Heat)
nsubj(Convect,Thick)
dobj(Microwaving,Items)
dobj(Use,Power)
dobj(Heating,Something)
dobj(Reheating,Chicken)
nsubj(Scorching,Person)
dobj(Scorching,Outside)
dobj(Cooking,Inside)
dobj(Reduce,Power)
nsubj(Have,Person)
nsubj(Cooking,Heat)
dobj(Cooking,Food)
dobj(Drying,It)
nsubj(Add,Methods)
dobj(Add,Material)
dobj(Add,Conservatively)
nsubj(Add,Methods)
dobj(Add,Water)
nsubj(Leaches,It)
dobj(Leaches,Vitamins)
nsubj(Wrap,All)
dobj(Prevent,Buildup)
nsubj(Is,Something)
dobj(Add,Water)
dobj(Cover,It)
nsubj(It,Steam)
nsubj(Desirable,Outside)
dobj(Get,Inside)
dobj(Cook,Outside)
nsubj(Impact,Walking)
nsubj(Helps,Walking)
nsubj(Helps,Walking)
nsubj(Manage,Person)
dobj(Manage,It)
nsubj(Good,Walking)
dobj(Reducing,Risks)
nsubj(Improves,Walking)
dobj(Improves,Cardiovascular)
nsubj(Increases,Walking)
dobj(Increases,Strength)
dobj(Create,Bones)
dobj(Improves,Balance)
nsubj(Have,Walking)
nsubj(Improve,Person)
nsubj(Old,Person)
nsubj(Postretirement,Zone)
nsubj(Shown,Study)
nsubj(Became,Who)
nsubj(Reduced,Risk)
nsubj(Studied,Researchers)
dobj(Studied,Group)
nsubj(Walk,That)
dobj(Walk,Steps)
nsubj(Reduce,Them)
dobj(Reduce,Steps)
nsubj(Meant,This)
dobj(Taking,Elevators)
nsubj(Found,Researchers)
nsubj(Become,Bodies)
dobj(Metabolizing,Sugars)
nsubj(Began,Distribution)
dobj(Researching,Pedometers)
nsubj(Reliable,Pedometers)
nsubj(Mind,Person)
nsubj(Keep,Range)
dobj(Keep,Track)
nsubj(Go,Body)
dobj(Tracking,Devices)
dobj(Provide,Person)
nsubj(Taken,Steps)
nsubj(Fancy,This)
dobj(Get,One)
nsubj(Information,It)
nsubj(Want,Person)
dobj(Take,Stairs)
dobj(Walk,Everywhere)
nsubj(Can,Person)
dobj(Driving,Cabtaking)
dobj(Improve,Fitness)
dobj(Visiting,People)
dobj(Emailing,Time)
dobj(Stop,Minutes)
dobj(Take,Stroll)
nsubj(Perform,It)
dobj(Perform,Stretches)
dobj(Push,It)
dobj(Add,Steps)
dobj(Try,Standing)
nsubj(Side,Weight)
dobj(Maintain,Movement)
nsubj(Wash,Hand)
dobj(Wash,Dishes)
dobj(Adding,Them)
nsubj(Do,Person)
dobj(Adding,Movement)
dobj(Seeing,Them)
dobj(Enough,What)
nsubj(Enough,Way)
nsubj(Clean,House)
dobj(Clean,Fitthis)
nsubj(Keep,Person)
nsubj(Appropriately,Dress)
dobj(Use,Layers)
nsubj(Comfortable,Shoes)
nsubj(Fitted,Yourself)
nsubj(Long,Walk)
dobj(Take,Water)
nsubj(Get,Person)
dobj(Get,Friend)
nsubj(Likely,It)
nsubj(Notice,Two)
dobj(Notice,Distance)
dobj(Take,Camera)
dobj(Record,Happenings)
nsubj(Fits,That)
nsubj(Like,Person)
dobj(Get,Kids)
nsubj(Love,Person)
dobj(Love,Concept)
dobj(Have,Pedometers)
nsubj(Great,Person)
nsubj(Walk,Person)
nsubj(Walks,Daily)
dobj(Fulfill,Needs)
nsubj(Enjoyable,It)
nsubj(Have,Person)
dobj(Have,Dog)
nsubj(Dog,Neighbor)
nsubj(Keep,This)
dobj(Keep,It)
dobj(Make,Friends)
nsubj(Fit,Help)
dobj(Keep,Person)
nsubj(Learn,Person)
dobj(Learn,Fun)
dobj(Use,Hour)
dobj(Walk,Area)
nsubj(Located,Office)
nsubj(Bring,Area)
dobj(Bring,Benefits)
dobj(Finding,Stores)
nsubj(Know,Person)
nsubj(Getting,There)
dobj(Increasing,Amount)
dobj(Done,Weekly)
nsubj(Include,Treats)
dobj(Seeing,Movie)
dobj(Buying,Something)
nsubj(Want,Person)
nsubj(All,Log)
nsubj(Add,Person)
nsubj(Wished,Information)
dobj(Writing,Goals)
nsubj(Aiming,Person)
dobj(Reach,Steps)
nsubj(Aiming,Person)
nsubj(Maintain,That)
dobj(Maintain,Log)
nsubj(Maintain,Some)
nsubj(Logs,Workplace)
nsubj(Source,These)
dobj(Walking,Steps)
nsubj(Sit,It)
dobj(Remove,Bacon)
nsubj(Stick,It)
dobj(Leaving,Pieces)
dobj(Splattering,Microwave)
nsubj(Cover,Person)
dobj(Cover,Bacon)
nsubj(Ensure,This)
dobj(Ensure,Cooking)
nsubj(Like,Person)
dobj(Like,Crisp)
dobj(Take,It)
nsubj(Hot,Plate)
nsubj(Dripped,Grease)
nsubj(See,Crispness)
nsubj(S,It)
nsubj(Let,Person)
nsubj(Slices,Bacon)
nsubj(Form,Person)
dobj(Form,Shape)
dobj(Spill,Grease)
nsubj(Remove,Person)
dobj(Remove,Plate)
nsubj(Want,Person)
dobj(Use,It)
dobj(Handling,Bowl)
nsubj(Hot,Person)
dobj(Open,Bottles)
nsubj(Bought,Person)
dobj(Bought,Them)
dobj(Place,Bottles)
dobj(Use,Them)
nsubj(S,It)
nsubj(First,It)
dobj(Keep,Lids)
dobj(Screw,Lid)
nsubj(Absorb,Milk)
dobj(Absorb,Odours)
nsubj(Want,Person)
dobj(Return,Milk)
nsubj(Spends,It)
dobj(Spends,Time)
nsubj(Spoils,Milk)
nsubj(Have,People)
dobj(Have,Milk)
nsubj(Create,Which)
dobj(Exposing,Milk)
nsubj(Destroy,Light)
dobj(Destroy,Many)
nsubj(Pick,Milk)
dobj(Keep,Food)
nsubj(Get,Person)
dobj(Get,Chance)
nsubj(Separates,It)
dobj(Beat,It)
nsubj(Freeze,Milk)
nsubj(Want,Person)
dobj(Throw,This)
dobj(Flick,Wrist)
nsubj(Loose,It)
dobj(Lob,It)
nsubj(Have,Person)
nsubj(Slide,It)
nsubj(Curve,It)
dobj(Curve,Way)
dobj(Hit,Zone)
nsubj(Throw,Person)
dobj(Snap,Wrists)
nsubj(Drop,It)
dobj(Drop,Couple)
dobj(Throwing,One)
dobj(Hitting,It)
nsubj(Same,Hold)
nsubj(Uses,Alvin)
dobj(Uses,It)
nsubj(Span,That)
dobj(Span,Harvests)
nsubj(Similar,Crusted)
nsubj(Gives,Which)
dobj(Gives,Crust)
dobj(Made,Way)
dobj(Features,Grapes)
nsubj(Port,Colheita)
nsubj(Port,Vintage)
dobj(Considered,Cream)
nsubj(Determine,Winemaker)
nsubj(Exceptional,Harvest)
nsubj(Exquisite,Port)
nsubj(Declares,Winemaker)
nsubj(Tends,Port)
nsubj(Idea,It)
dobj(Sift,Flour)
dobj(Remove,Lumps)
dobj(Make,It)
nsubj(Use,Person)
dobj(Use,Flour)
nsubj(Durable,Wrappers)
dobj(Adding,Tbsp)
dobj(Add,Water)
dobj(Achieve,Texture)
dobj(Use,Cold)
nsubj(Make,Water)
nsubj(Work,Dough)
nsubj(S,Room)
nsubj(Knead,Person)
dobj(Knead,Dough)
nsubj(Handle,Person)
nsubj(Chills,It)
nsubj(Firmer,Dough)
nsubj(Need,Person)
dobj(Give,Hours)
nsubj(Need,Person)
dobj(Apply,Amounts)
nsubj(Result,Avoid)
dobj(Adding,Flour)
nsubj(Sticky,Dough)
nsubj(Work,Person)
dobj(Refrigerating,It)
nsubj(Need,Person)
dobj(Make,Columns)
nsubj(Dry,Wrappers)
nsubj(Try,Person)
dobj(Use,Them)
nsubj(Sift,Person)
dobj(Sift,Ingredients)
nsubj(Formed,That)
nsubj(Necessary,Sift)
dobj(Beating,Batter)
nsubj(Smooth,Batter)
nsubj(Continue,Person)
nsubj(Want,Person)
dobj(Use,Oil)
nsubj(Grease,Person)
dobj(Grease,Pan)
dobj(Nonstick,Spray)
nsubj(Hot,Oil)
nsubj(Spread,It)
dobj(Spread,Batter)
nsubj(Spread,Person)
dobj(Spread,Batter)
nsubj(Brown,Side)
nsubj(Begin,Edges)
dobj(Flip,Wrapper)
dobj(Cook,It)
dobj(Removing,It)
dobj(Stack,Wrappers)
nsubj(Prevent,Paper)
dobj(Prevent,Them)
dobj(Cover,Stack)
dobj(Prevent,Wrappers)
dobj(Keep,Layers)
nsubj(Need,Person)
dobj(Dampen,Wrappers)
nsubj(Dry,Person)
dobj(Combining,Ingredients)
nsubj(Remove,Them)
dobj(Remove,Lumps)
nsubj(Formed,That)
nsubj(Idea,It)
dobj(Beat,Eggs)
dobj(Combine,Whites)
dobj(Adding,Oil)
dobj(Makes,It)
dobj(Distribute,Whites)
dobj(Beating,Them)
nsubj(Smooth,Batter)
nsubj(Thicken,Batter)
dobj(Thicken,It)
nsubj(Batter,It)
nsubj(Add,Person)
dobj(Add,Oil)
nsubj(Add,Only)
dobj(Add,Tsp)
dobj(Adding,Oil)
dobj(Give,Texture)
dobj(Allow,Pan)
nsubj(Thick,Batter)
nsubj(Spread,It)
dobj(Use,Back)
dobj(Swirl,Batter)
dobj(Forming,Film)
nsubj(Attempt,Person)
dobj(Flip,Wrapper)
nsubj(Brown,Side)
dobj(Keeping,Batter)
nsubj(Starts,It)
dobj(Getting,While)
dobj(Pouring,It)
nsubj(Stack,Person)
dobj(Stack,Wrappers)
dobj(Keep,Sheets)
dobj(Prevent,Them)
dobj(Keep,Wrapper)
dobj(Cover,Batch)
dobj(Use,Arrow)
nsubj(Look,Person)
nsubj(Is,This)
nsubj(Are,Buttons)
nsubj(Playing,Person)
dobj(Playing,Fps)
nsubj(Need,Person)
nsubj(Need,Person)
nsubj(Is,Button)
nsubj(Have,Person)
dobj(Take,Hand)
nsubj(Bad,Which)
nsubj(Forget,Ctrl)
nsubj(Likely,Person)
nsubj(Moving,Person)
nsubj(Good,Jumping)
dobj(Build,Barracks)
nsubj(Tap,Person)
nsubj(Use,Person)
dobj(Use,Voice)
dobj(Use,Autosayings)
dobj(Typing,Messages)
dobj(Use,Team)
nsubj(Is,Chat)
nsubj(Die,Person)
dobj(Congratulating,Enemy)
dobj(Warm,Food)
nsubj(Exist,Recipes)
dobj(Replicating,Goods)
nsubj(Can,Person)
dobj(Measure,Ingredients)
nsubj(Essential,It)
nsubj(Makes,It)
dobj(Makes,Process)
dobj(Wash,Hands)
dobj(Beginning,Project)
dobj(Touching,Ingredients)
nsubj(Harbor,Which)
dobj(Harbor,Bacteria)
dobj(Wear,Clothes)
nsubj(Mind,Person)
nsubj(Tempting,It)
dobj(Open,Door)
nsubj(Ready,Person)
dobj(Put,Food)
dobj(Release,Heat)
dobj(Lowering,Temperature)
dobj(Increasing,Time)
nsubj(Take,It)
dobj(Preparing,Food)
nsubj(Need,Meats)
nsubj(Need,Vegetables)
dobj(Allow,Moisture)
nsubj(Contains,Recipe)
dobj(Contains,Sort)
dobj(Form,Dough)
nsubj(Suitable,Pots)
nsubj(Need,Person)
dobj(Need,Preparation)
nsubj(Require,Recipes)
nsubj(Grease,Person)
nsubj(Cook,Batter)
nsubj(Set,Person)
dobj(Set,It)
nsubj(Is,This)
nsubj(Defines,What)
nsubj(Need,Recipes)
dobj(Pay,Attention)
nsubj(Be,Food)
dobj(Take,Opportunity)
dobj(Clean,Utensils)
nsubj(Used,Person)
dobj(Prepare,Food)
nsubj(Ok,It)
nsubj(Cooks,It)
dobj(Using,Light)
dobj(Opening,Door)
nsubj(Open,Person)
dobj(Open,Door)
dobj(Close,It)
nsubj(Lose,Oven)
dobj(Lose,Heat)
nsubj(Burn,Dish)
dobj(Pay,Attention)
nsubj(Remove,Person)
dobj(Remove,It)
dobj(Taking,Care)
dobj(Spill,Liquids)
nsubj(Fun,Baking)
dobj(Relaxing,Process)
nsubj(Result,It)
dobj(Set,Creation)
nsubj(Burn,It)
dobj(Burn,Surface)
nsubj(Sitting,It)
dobj(Use,Rag)
nsubj(Have,Loaf)
dobj(Have,Shape)
nsubj(Require,Goods)
dobj(Require,Care)
nsubj(Stick,Person)
nsubj(Use,Which)
nsubj(Require,Yeast)
nsubj(Fungus,Yeast)
nsubj(Eats,Which)
dobj(Eats,Sugar)
dobj(Releasing,Gas)
nsubj(Causes,Which)
nsubj(Affect,Which)
dobj(Affect,Flavor)
nsubj(Rrb,Oil)
nsubj(Be,Dough)
nsubj(Is,Trick)
dobj(Cool,It)
nsubj(Thicken,It)
dobj(Roasting,Cuts)
dobj(Have,Thermometer)
nsubj(Easier,It)
dobj(Use,Thermometer)
dobj(Removing,It)
dobj(Cutting,Way)
dobj(Placing,It)
nsubj(Prefer,People)
dobj(Removing,Skin)
nsubj(Prefer,Others)
dobj(Leaving,It)
nsubj(Have,Skin)
dobj(Have,Texture)
dobj(Increase,Content)
nsubj(Are,Pros)
dobj(Leaving,Bone)
nsubj(Cheaper,Cuts)
nsubj(Offer,Person)
dobj(Offer,Options)
dobj(Try,Stuffing)
nsubj(Found,Study)
dobj(Found,Bacteria)
nsubj(Tested,Samples)
dobj(Take,Chances)
nsubj(Run,Juices)
nsubj(Pierce,Fork)
dobj(Pierce,Piece)
nsubj(Tender,Person)
nsubj(Tenderize,Vegetables)
nsubj(Take,Squashes)
dobj(Take,Hour)
nsubj(Take,Carrots)
dobj(Take,Half)
nsubj(Require,Dishes)
nsubj(Puncture,Person)
dobj(Puncture,Vegetable)
nsubj(Heat,Water)
nsubj(Escape,It)
nsubj(Cause,Buildup)
dobj(Cause,Vegetable)
dobj(Chop,Chocolate)
nsubj(Melt,Chocolate)
nsubj(Chopped,That)
dobj(Lower,Risk)
nsubj(Want,Person)
nsubj(Use,Person)
dobj(Use,Knife)
dobj(Cut,Chocolate)
nsubj(Look,Person)
dobj(Bring,Water)
dobj(Rush,Melting)
dobj(Turning,Heat)
dobj(Melt,Chocolate)
nsubj(Scorch,It)
nsubj(Trying,Taste)
dobj(Allow,Water)
nsubj(Seize,It)
nsubj(Feel,It)
nsubj(Is,Spot)
dobj(Place,Dot)
nsubj(Feels,It)
nsubj(Is,Temperature)
dobj(Work,Chocolate)
dobj(Scraping,It)
nsubj(Smooth,Process)
dobj(Return,Mixture)
dobj(Put,Mixture)
nsubj(Set,Chocolate)
nsubj(Tempers,Chocolate)
dobj(Tempers,Tempers)
nsubj(Soft,Chocolate)
nsubj(Soft,Chocolate)
nsubj(Firm,Chocolate)
nsubj(Firm,Chocolate)
nsubj(Well,Chocolate)
nsubj(Hard,Chocolate)
nsubj(Need,Person)
nsubj(Measuring,Person)
dobj(Measuring,Box)
dobj(Use,Reference)
nsubj(Take,Person)
nsubj(Forget,Person)
dobj(Measure,Length)
nsubj(Stick,Tapemeasure)
dobj(Stick,Side)
dobj(Record,Number)
nsubj(Meets,End)
dobj(Meets,Corner)
nsubj(Rectangular,Box)
nsubj(Assume,Person)
dobj(Measure,Width)
nsubj(Stick,Tapemeasure)
dobj(Stick,Side)
dobj(Press,Tip)
dobj(Stretch,Tape)
nsubj(Rectangular,Box)
nsubj(Assume,Person)
nsubj(Matches,Width)
dobj(Matches,Length)
nsubj(Square,Box)
nsubj(Parallel,Tape)
dobj(Record,Number)
nsubj(Sits,That)
nsubj(Meets,Measure)
dobj(Meets,Edge)
dobj(Measure,Length)
nsubj(Stick,Tapemeasure)
dobj(Stick,Side)
dobj(Hold,End)
dobj(Stretch,Tape)
dobj(Measure,Width)
nsubj(Stick,Tapemeasure)
dobj(Stick,Side)
dobj(Hold,Tip)
dobj(Stretch,Tape)
dobj(Hold,Tip)
dobj(Stretch,Tape)
nsubj(Much,Space)
nsubj(Needs,Box)
dobj(Measure,Axes)
nsubj(Needs,Box)
nsubj(Issue,Height)
nsubj(Bring,Person)
dobj(Bring,Box)
nsubj(Way,This)
nsubj(Fit,Box)
nsubj(Do,Person)
nsubj(Dimensions,Box)
nsubj(Wrote,Person)
nsubj(Sitting,Box)
dobj(Use,Tapemeasure)
dobj(Mark,Edges)
nsubj(Wide,Bottom)
nsubj(Multiply,Person)
dobj(Get,Inches)
nsubj(Area,This)
nsubj(Describes,Inch)
dobj(Describes,Cube)
dobj(Heightthat,Measure)
dobj(Find,Volume)
nsubj(Need,Person)
dobj(Multiply,Length)
nsubj(Has,Box)
dobj(Has,Walls)
nsubj(Holds,Box)
dobj(Holds,Shape)
dobj(Using,Calculator)
dobj(Turn,Dial)
dobj(Going,Zero)
nsubj(Odd,Locks)
nsubj(Opening,Locker)
nsubj(Put,Person)
dobj(Put,Numbers)
dobj(Stopping,It)
dobj(Turn,Dial)
dobj(Leave,Lock)
nsubj(Open,Locker)
dobj(Try,It)
nsubj(Get,Locks)
nsubj(Get,Person)
nsubj(Work,That)
dobj(Ask,Classmates)
nsubj(Are,Quirks)
nsubj(Call,Person)
dobj(Call,Teacher)
dobj(Close,Lock)
dobj(Twist,Dial)
nsubj(Leave,Person)
dobj(Leave,It)
nsubj(Open,It)
nsubj(Doing,Person)
dobj(Doing,This)
nsubj(Locks,It)
nsubj(Have,Person)
nsubj(Do,Bit)
dobj(Do,This)
nsubj(Break,It)
dobj(Break,It)
nsubj(Important,It)
nsubj(Stops,Lock)
dobj(Take,Eye)
nsubj(Is,Number)
nsubj(Insert,Person)
dobj(Insert,Thermometer)
nsubj(Reaches,Temperature)
dobj(Reaches,F)
nsubj(Like,Person)
dobj(Add,Ingredients)
nsubj(Suits,That)
dobj(Suits,Fancy)
nsubj(Is,It)
nsubj(Have,Person)
dobj(Have,Trouble)
dobj(Finding,Butter)
nsubj(Make,Person)
nsubj(Need,Person)
nsubj(Cups,It)
dobj(Place,It)
nsubj(Good,Person)
nsubj(Soapfree,Containers)
dobj(Use,Cup)
dobj(Put,Water)
dobj(Counting,Cups)
nsubj(Go,Person)
dobj(Using,Net)
nsubj(Amount,This)
nsubj(Replacing,Person)
dobj(Fill,Container)
dobj(Mark,Level)
nsubj(Know,Person)
dobj(Net,Fish)
dobj(Place,It)
nsubj(Holds,Which)
dobj(Holds,Water)
dobj(Prevent,Fish)
nsubj(Jump,Fish)
nsubj(Discover,Person)
nsubj(Need,Person)
dobj(Need,Something)
dobj(Buy,It)
nsubj(Organize,Person)
nsubj(Wait,Person)
nsubj(Difficult,It)
dobj(Find,Place)
dobj(Donating,Supplies)
dobj(Having,Sale)
nsubj(Going,Items)
nsubj(Get,It)
nsubj(Need,Person)
nsubj(Prefer,Person)
dobj(Use,Cleaner)
dobj(Using,Solution)
nsubj(Works,Agent)
nsubj(Need,Person)
dobj(Need,Agent)
nsubj(Does,Soda)
dobj(Take,Care)
dobj(Use,Supplies)
nsubj(Them,Damage)
dobj(Measure,Floors)
dobj(Cut,Liners)
dobj(Insert,Them)
nsubj(Come,Liners)
nsubj(Stay,Them)
dobj(Deter,Insects)
dobj(Keep,Pests)
nsubj(Want,Person)
dobj(Absorb,Odors)
dobj(Using,Fragrance)
nsubj(Have,Drawers)
dobj(Have,Organizers)
nsubj(Have,Doesnt)
dobj(Have,One)
dobj(Picking,One)
nsubj(Install,People)
dobj(Consider,Option)
nsubj(Want,Person)
dobj(Have,Cups)
nsubj(Idea,This)
nsubj(Have,Person)
dobj(Have,Set)
nsubj(Want,Person)
nsubj(Store,Person)
dobj(Store,Spices)
dobj(Using,Pantry)
nsubj(Want,Person)
dobj(Choose,Containers)
dobj(Keep,Insects)
nsubj(Want,Person)
dobj(Store,Tumblers)
dobj(Stack,Plates)
dobj(Save,Space)
nsubj(Cabinets,Person)
nsubj(Dishes,Which)
nsubj(Want,Person)
nsubj(Visible,Person)
dobj(Stack,Them)
nsubj(Chosen,Person)
nsubj(Dont,Person)
dobj(Have,Room)
nsubj(Use,Person)
dobj(Use,Dish)
dobj(Drying,Rack)
nsubj(Find,Person)
nsubj(Organize,It)
dobj(Organize,Pots)
dobj(Using,Rack)
nsubj(Hang,Person)
dobj(Prevents,Person)
nsubj(Reach,Dont)
dobj(Reach,Ceiling)
nsubj(Consider,Person)
nsubj(Tops,Cabinet)
nsubj(Have,Person)
dobj(Have,Place)
nsubj(Depends,It)
nsubj(Like,Person)
nsubj(Cook,Person)
nsubj(Prefer,Person)
nsubj(Choose,Person)
nsubj(Case,This)
nsubj(Soiled,Line)
nsubj(Switch,Person)
nsubj(Gets,It)
dobj(Set,Containers)
nsubj(Bake,Person)
dobj(Bake,Lot)
nsubj(Want,Person)
dobj(Have,Drawer)
dobj(Measuring,Cups)
dobj(Designating,Drawer)
nsubj(Need,Person)
dobj(Need,Drawer)
nsubj(Want,Person)
dobj(Make,Drawer)
dobj(Fit,Else)
nsubj(Fit,Pens)
nsubj(Protect,Gloves)
dobj(Protect,Hands)
nsubj(Prevent,It)
dobj(Prevent,Skin)
dobj(Soak,The)
nsubj(Able,Person)
dobj(Clean,Them)
dobj(Plunge,Item)
nsubj(Scrubbing,It)
dobj(Remove,It)
dobj(Examining,It)
nsubj(Remains,Muck)
dobj(Scrub,It)
nsubj(Clean,It)
nsubj(Difficult,Muck)
dobj(Fill,Item)
nsubj(Work,This)
dobj(Use,Back)
nsubj(Cause,That)
dobj(Cause,Morsels)
nsubj(Operate,Dishwasher)
nsubj(Have,Some)
dobj(Have,Set)
dobj(Blasting,Water)
nsubj(Have,Others)
dobj(Have,Arm)
nsubj(Have,Dishwashers)
dobj(Have,Variety)
dobj(Accommodate,Bowls)
nsubj(Add,Person)
dobj(Add,Cleanser)
nsubj(Be,Dishes)
dobj(Add,Agent)
dobj(Fill,Pot)
nsubj(Pan,Steel)
dobj(Set,Pans)
dobj(Pour,Milk)
dobj(Put,Stopper)
nsubj(Quick,Milk)
dobj(Preparing,Procedure)
dobj(Overheating,Milk)
dobj(Crank,Heat)
nsubj(Reaches,That)
nsubj(Cause,Boiling)
dobj(Cause,Scorching)
dobj(Keep,Milk)
nsubj(Need,Person)
dobj(Decrease,Burner)
dobj(Keep,Temperature)
dobj(Cool,Milk)
nsubj(Cool,Fahrenheit)
nsubj(Take,This)
nsubj(Cool,Milk)
nsubj(Do,Person)
nsubj(Want,Person)
dobj(Offer,Boxes)
dobj(Have,Option)
nsubj(Find,Person)
dobj(Find,Template)
nsubj(Save,Template)
dobj(Save,Time)
dobj(Gives,Chances)
nsubj(Simple,Design)
nsubj(Allows,It)
nsubj(Bring,Person)
dobj(Cut,It)
nsubj(Trace,Person)
dobj(Print,It)
dobj(Cut,It)
dobj(Increase,Look)
dobj(Says,Popcorn)
nsubj(Help,Box)
dobj(Distinguish,Food)
nsubj(Prints,It)
dobj(Consider,Cardstock)
nsubj(Have,Person)
dobj(Have,Side)
nsubj(See,Person)
nsubj(Eat,Person)
nsubj(Using,Person)
dobj(Using,Box)
nsubj(Have,Person)
dobj(Have,Ink)
dobj(Load,Cardstock)
nsubj(Would,Person)
dobj(Trace,Shape)
nsubj(Using,Person)
dobj(Using,Plastic)
dobj(Use,Pencil)
nsubj(Using,Person)
dobj(Using,Version)
nsubj(Need,Person)
nsubj(Using,Person)
dobj(Using,Template)
nsubj(Need,Person)
dobj(Make,Template)
dobj(Make,Box)
dobj(Use,Folder)
dobj(Trace,Edges)
dobj(Glue,Box)
nsubj(Scoring,Person)
dobj(Scoring,Paper)
nsubj(Fold,That)
nsubj(Using,Person)
dobj(Align,It)
nsubj(Weigh,Person)
dobj(Weigh,Pounds)
dobj(Making,Job)
nsubj(Effort,Them)
dobj(Using,Measure)
nsubj(Fit,Spinet)
nsubj(Plan,Person)
dobj(Move,It)
dobj(Open,Truck)
nsubj(Deployed,Ramps)
dobj(Move,Piano)
nsubj(Is,Plenty)
dobj(Maneuver,It)
nsubj(Work,This)
nsubj(Help,Personnel)
dobj(Move,Piano)
nsubj(Weigh,Uprights)
dobj(Weigh,Pounds)
nsubj(Weigh,Vertical)
dobj(Weigh,Much)
nsubj(Is,Center)
nsubj(Feet,It)
dobj(M,Tall)
dobj(Have,Truck)
nsubj(Moving,Person)
dobj(Moving,Piano)
dobj(Get,Person)
nsubj(Move,Person)
nsubj(Grew,Member)
dobj(Wearing,Gloves)
dobj(Prevent,Strain)
nsubj(Be,People)
dobj(Support,Weight)
nsubj(Tips,It)
dobj(Keep,It)
nsubj(Point,This)
nsubj(Tend,Person)
nsubj(Ease,Gravity)
nsubj(Using,Piano)
dobj(Using,Manpower)
nsubj(High,Piano)
nsubj(Have,It)
nsubj(Is,It)
dobj(Move,It)
nsubj(Is,Way)
dobj(Lift,Object)
dobj(Maintain,Back)
nsubj(Move,Everyone)
nsubj(Helping,Who)
dobj(Helping,Person)
nsubj(Knows,Way)
nsubj(Feels,Piano)
dobj(Make,Adjustments)
nsubj(Weigh,Which)
dobj(Weigh,Pounds)
nsubj(Weigh,Which)
dobj(Weigh,Pounds)
dobj(Measure,Feet)
nsubj(Requires,Piano)
dobj(Requires,Steps)
nsubj(Tall,Doors)
nsubj(Plan,Person)
dobj(Move,Piano)
dobj(Accommodate,Length)
nsubj(Deep,Piano)
nsubj(Able,Shops)
nsubj(Board,Person)
nsubj(Own,Person)
nsubj(Is,Goal)
dobj(Set,Piano)
nsubj(Points,Side)
nsubj(Vertical,Keyboard)
nsubj(Gets,Piano)
nsubj(Means,Which)
nsubj(Likely,Center)
nsubj(Help,Dolly)
dobj(Make,Move)
nsubj(Move,Person)
nsubj(Stable,It)
nsubj(Stand,Nobody)
nsubj(Mean,Slip)
nsubj(Step,Everyone)
nsubj(Pack,Person)
dobj(Pack,Room)
nsubj(Support,Structures)
dobj(Support,Plan)
dobj(Designate,Bags)
nsubj(Keep,This)
dobj(Keep,Person)
dobj(Need,What)
nsubj(Need,Person)
dobj(Figure,Youve)
nsubj(Are,Moving)
dobj(Identifying,Contents)
dobj(Coding,Contents)
nsubj(Option,Bags)
nsubj(Allow,Wrap)
nsubj(Seal,Person)
dobj(Seal,Clothing)
nsubj(Dont,Person)
dobj(Pack,Them)
nsubj(Help,Uhaul)
nsubj(Move,Person)
dobj(Move,Furniture)
nsubj(Allows,Method)
nsubj(Move,Person)
dobj(Move,Boxes)
nsubj(Pack,Person)
dobj(Pack,Them)
dobj(Give,Access)
nsubj(Disadvantage,Which)
